FUNDOS,SETOR,PREÇO ATUAL (R$),LIQUIDEZ DIÁRIA (R$),P/VP,ÚLTIMO DIVIDENDO,DIVIDEND YIELD,DY (3M) ACUMULADO,DY (6M) ACUMULADO,DY (12M) ACUMULADO,DY (3M) MÉDIA,DY (6M) MÉDIA,DY (12M) MÉDIA,DY ANO,VARIAÇÃO PREÇO,RENTAB. PERÍODO,RENTAB. ACUMULADA,PATRIMÔNIO LÍQUIDO,VPA,P/VPA,DY PATRIMONIAL,VARIAÇÃO PATRIMONIAL,RENTAB. PATR. PERÍODO,RENTAB. PATR. ACUMULADA,QUANT. ATIVOS,VOLATILIDADE,NUM. COTISTAS,TAX. GESTÃO,TAX. PERFORMANCE,TAX. ADMINISTRAÇÃO
XPCM11,LAJES CORPORATIVAS,"10,02","35.066,25","0,34","0,02","0,20 %","1,52 %","3,23 %","7,26 %","0,51 %","0,54 %","0,61 %","7,26 %","-1,54 %","-1,34 %","-23,23 %","70.753.126,38","29,30","0,34","0,07 %","-33,55 %","-33,50 %","-44,50 %",1,"24,66",23.732,N/A,N/A,N/A
XPHT11,HOTÉIS,"123,00","230.869,59","0,72","0,43","0,95 %","2,83 %","109,09 %","116,81 %","0,94 %","18,18 %","9,73 %","115,29 %","0,04 %","0,99 %","-8,22 %","579.134.800,00","42,42","2,90","1,01 %","-54,98 %","-54,52 %","-50,57 %",12,"29,85",787,N/A,N/A,N/A
XPID11,FUNDO DE DESENVOLVIMENTO,"87,72","578.369,56",N/A,"0,75","0,86 %","2,25 %","4,45 %","8,13 %","0,75 %","0,74 %","0,68 %","15,97 %","1,10 %","1,97 %","17,92 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"11,17",0,N/A,N/A,N/A
XPIE11,N/A,"84,77","1.448.971,94",N/A,"1,50","1,72 %","2,80 %","8,23 %","27,44 %","0,93 %","1,37 %","2,29 %","11,94 %","9,94 %","11,83 %","32,94 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"13,27",0,N/A,N/A,N/A
XPIN11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"82,48","1.158.020,58","0,80","0,61","0,75 %","2,28 %","4,60 %","9,79 %","0,76 %","0,77 %","0,82 %","9,79 %","-0,63 %","0,12 %","20,39 %","734.131.689,03","102,67","0,80","0,59 %","-1,17 %","-0,59 %","0,86 %",98,"14,48",49.070,N/A,N/A,N/A
XPLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,"109,90","7.840.129,64","1,00","0,78","0,72 %","2,17 %","4,23 %","8,75 %","0,72 %","0,71 %","0,73 %","8,75 %","1,27 %","2,00 %","19,92 %","3.267.595.223,68","110,34","1,00","0,71 %","-3,14 %","-2,46 %","8,89 %",20,"11,45",320.579,N/A,N/A,N/A
XPML11,SHOPPINGS,"114,80","14.427.836,94","1,03","0,92","0,79 %","2,34 %","4,62 %","9,38 %","0,78 %","0,77 %","0,78 %","9,38 %","3,33 %","4,15 %","28,96 %","3.445.982.046,45","111,91","1,03","0,82 %","10,87 %","11,78 %","19,78 %",12,"12,61",409.164,N/A,N/A,N/A
XPPR11,LAJES CORPORATIVAS,"21,08","360.581,86","0,32","0,10","0,44 %","1,50 %","2,86 %","5,79 %","0,50 %","0,48 %","0,48 %","5,79 %","23,54 %","24,08 %","-25,19 %","487.524.762,72","68,21","0,31","0,15 %","-8,28 %","-8,15 %","-11,62 %",5,"22,91",55.733,N/A,N/A,N/A
XPSF11,FUNDO DE FUNDOS,"8,58","616.233,58","0,99","0,08","0,90 %","2,79 %","5,44 %","11,74 %","0,93 %","0,91 %","0,98 %","11,74 %","5,45 %","6,40 %","23,04 %","375.011.611,85","8,66","0,99","0,87 %","3,71 %","4,61 %","-89,06 %",0,"14,38",62.335,N/A,N/A,N/A
XTED11,LAJES CORPORATIVAS,"8,82","17.641,88","0,68","11,16",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"67.378.204,04","28,02","0,31","0,00 %","-0,36 %","-0,36 %","-3,45 %",1,"29,46",4.098,N/A,N/A,N/A
YUFI11,FUNDO DE DESENVOLVIMENTO,"79,99","255,00","0,78","0,39","0,00 %","0,00 %","0,37 %","1,09 %","0,00 %","0,06 %","0,09 %","1,09 %","0,00 %","0,00 %",N/A,"50.383.877,76",N/A,N/A,N/A,N/A,N/A,N/A,28,"192,75",60,N/A,N/A,N/A
YUFI11B,INDEFINIDO,N/A,N/A,N/A,"0,63","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"0,00 %","0,00 %","0,00 %",N/A,"105,53",N/A,"0,60 %","-0,01 %","0,59 %","6,32 %",0,N/A,0,N/A,N/A,N/A
ZAVI11,INDEFINIDO,"130,78","365.526,64","0,97","1,24","0,99 %","2,84 %","5,55 %","10,70 %","0,95 %","0,93 %","0,89 %","10,70 %","-1,51 %","-0,53 %","6,96 %","156.959.628,57",N/A,N/A,N/A,N/A,N/A,N/A,9,"19,35",5.007,N/A,N/A,N/A
ZIFI11,FUNDO DE DESENVOLVIMENTO,"825,00","34.314,05","0,69","3,31","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"57.007.064,45",N/A,N/A,N/A,N/A,N/A,N/A,0,"72,22",69,N/A,N/A,N/A
